register_pair,successful_simulations,total_simulations,success_rate,success_rate_percent
lsu_group2/hc_o + tcr_execute/hc_o,40,1064,0.03759398496240601,3.7593984962406015
lsu_group3/hc_o + tcr_execute/hc_o,40,1064,0.03759398496240601,3.7593984962406015
lsu_group4/hc_o + tcr_execute/hc_o,40,1064,0.03759398496240601,3.7593984962406015
lsu_group5/hc_o + tcr_execute/hc_o,40,1064,0.03759398496240601,3.7593984962406015
pc_if_o_tag/hc_o + tcr_execute/hc_o,21,560,0.0375,3.75
hc_o_26 + use_store_ops_ex_o,72,1932,0.037267080745341616,3.7267080745341614
id_stage/hc_o + store_dest_addr_ex_o_tag,72,1932,0.037267080745341616,3.7267080745341614
check_s1_o_tag + hc_o_26,69,1932,0.03571428571428571,3.571428571428571
hc_o_26 + memory_set_o_tag,69,1932,0.03571428571428571,3.571428571428571
alu_operator_o_mode + is_store_post_o_tag,60,1680,0.03571428571428571,3.571428571428571
data_type_q_tag + tcr_execute/hc_o,40,1120,0.03571428571428571,3.571428571428571
rdata_offset_q_tag + tcr_execute/hc_o,40,1120,0.03571428571428571,3.571428571428571
lsu_group1/hc_o + tcr_execute/hc_o,38,1064,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[3],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[4],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[5],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[6],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[7],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[8],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[9],30,840,0.03571428571428571,3.571428571428571
rf_reg[10] + rf_reg[15],30,840,0.03571428571428571,3.571428571428571
rf_reg[11] + rf_reg[15],30,840,0.03571428571428571,3.571428571428571
rf_reg[12] + rf_reg[15],30,840,0.03571428571428571,3.571428571428571
rf_reg[14] + rf_reg[15],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[16],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[17],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[18],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[19],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[20],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[21],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[22],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[23],30,840,0.03571428571428571,3.571428571428571
rf_reg[15] + rf_reg[24],30,840,0.03571428571428571,3.571428571428571
