register,use_case,configuration,fault_model,successes,total_simulations,success_rate_percent
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[4],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[5],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[6],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[7],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[8],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[9],buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_dest_addr_ex_o_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_source_ex_o_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/use_store_ops_ex_o,buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_id_o_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,5,1848,0.270563
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_if_o_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,156,1848,8.441558
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_type_q_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,12,3648,0.328947
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_we_q_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,6,1848,0.324675
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_offset_q_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,12,3648,0.328947
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_q_tag,buffer_overflow,Baseline,multi_bitflip_reg_multi,48,13440,0.357143
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group0/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group0/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group1/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group1/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group10/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group10/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group11/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group11/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group12/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group12/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group13/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,5004,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group13/sd_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,1674,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group14/hc_o,buffer_overflow,SECDED Strategy 5,single_bitflip_spatial,0,3342,0.000000
