register,use_case,configuration,fault_model,successes,total_simulations,success_rate_percent
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[15],secretFunction,Baseline,single_bitflip_spatial,271,1008,26.884921
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[16],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[17],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[18],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[19],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[1],secretFunction,Baseline,single_bitflip_spatial,0,1008,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[20],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[21],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[22],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[23],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[24],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[25],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[26],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[27],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[28],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[29],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[2],secretFunction,Baseline,single_bitflip_spatial,0,1008,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[30],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[31],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[3],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[4],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[5],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[6],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[7],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[8],secretFunction,Baseline,single_bitflip_spatial,11,1008,1.091270
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[9],secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_dest_addr_ex_o_tag,secretFunction,Baseline,single_bitflip_spatial,142,1008,14.087302
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_source_ex_o_tag,secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/use_store_ops_ex_o,secretFunction,Baseline,single_bitflip_spatial,147,1008,14.583333
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_id_o_tag,secretFunction,Baseline,single_bitflip_spatial,0,1008,0.000000
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_if_o_tag,secretFunction,Baseline,single_bitflip_spatial,0,1008,0.000000
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_type_q_tag,secretFunction,Baseline,single_bitflip_spatial,58,2008,2.888446
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_we_q_tag,secretFunction,Baseline,single_bitflip_spatial,29,1008,2.876984
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_offset_q_tag,secretFunction,Baseline,single_bitflip_spatial,58,2008,2.888446
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_q_tag,secretFunction,Baseline,single_bitflip_spatial,116,3984,2.911647
/tb/top_i/core_region_i/RISCV_CORE/ex_stage_i/rs1_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_a_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,1,16,6.250000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_b_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,1,16,6.250000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_c_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operator_o_mode,secretFunction,Baseline,multi_bitflip_reg,6,32,18.750000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_d_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_s1_o_tag,secretFunction,Baseline,multi_bitflip_reg,1,16,6.250000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_s2_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/is_store_post_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/memory_set_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/regfile_alu_waddr_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,1,256,0.390625
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/register_set_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[0],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[10],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[11],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[12],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[13],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[14],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[15],secretFunction,Baseline,multi_bitflip_reg,2,16,12.500000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[16],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[17],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[18],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
