register,use_case,protection,strategy,fault_model,successes,total_simulations,success_rate_percent
ex_stage/hc_o,secretFunction,hamming,2,multi_bitflip_reg,0,32,0.000000
ex_stage/hc_o,secretFunction,hamming,2,multi_bitflip_reg_multi,126,10880,1.158088
ex_stage/hc_o,secretFunction,hamming,2,single_bitflip_spatial,0,2488,0.000000
ex_stage/hc_o,secretFunction,secded,2,multi_bitflip_reg,0,32,0.000000
ex_stage/hc_o,secretFunction,secded,2,multi_bitflip_reg_multi,54,11328,0.476695
ex_stage/hc_o,secretFunction,secded,2,single_bitflip_spatial,0,2600,0.000000
